icslr,icslr_video_seg24s/main/PID0001/0001.mp4,77,4905 15348
icslr,icslr_video_seg24s/main/PID0001/0002.mp4,77,6404 8259 101
icslr,icslr_video_seg24s/main/PID0001/0003.mp4,77,25956 44646
icslr,icslr_video_seg24s/main/PID0001/0004.mp4,77,43861 8259 117
icslr,icslr_video_seg24s/main/PID0001/0005.mp4,77,27908 27364
icslr,icslr_video_seg24s/main/PID0001/0006.mp4,77,17028 2412
icslr,icslr_video_seg24s/main/PID0001/0007.mp4,77,18888 26798
icslr,icslr_video_seg24s/main/PID0001/0008.mp4,77,19310
icslr,icslr_video_seg24s/main/PID0001/0009.mp4,77,1787 253 2289
icslr,icslr_video_seg24s/main/PID0001/0010.mp4,77,39619
icslr,icslr_video_seg24s/main/PID0001/0011.mp4,77,27324 20204
icslr,icslr_video_seg24s/main/PID0001/0012.mp4,77,7422 101 5014 234
icslr,icslr_video_seg24s/main/PID0001/0013.mp4,77,2347 235 8897 230
icslr,icslr_video_seg24s/main/PID0001/0014.mp4,77,6303 23514
icslr,icslr_video_seg24s/main/PID0001/0015.mp4,77,2131 8842 102
icslr,icslr_video_seg24s/main/PID0001/0016.mp4,77,8259 255 10756 112
icslr,icslr_video_seg24s/main/PID0001/0017.mp4,77,2131 23661 224
icslr,icslr_video_seg24s/main/PID0001/0018.mp4,77,6303 43605
icslr,icslr_video_seg24s/main/PID0001/0019.mp4,77,3509 120 10415 248
icslr,icslr_video_seg24s/main/PID0001/0020.mp4,77,20127 15553 112
icslr,icslr_video_seg24s/main/PID0001/0021.mp4,77,15553 252 7626
icslr,icslr_video_seg24s/main/PID0001/0022.mp4,77,25085 16989
icslr,icslr_video_seg24s/main/PID0001/0023.mp4,77,17673 18637 120
icslr,icslr_video_seg24s/main/PID0001/0024.mp4,77,34910 7391 102
icslr,icslr_video_seg24s/main/PID0001/0025.mp4,77,19497 2289
icslr,icslr_video_seg24s/main/PID0001/0026.mp4,77,15239 253 2289
icslr,icslr_video_seg24s/main/PID0001/0027.mp4,77,6346 253 21596
icslr,icslr_video_seg24s/main/PID0001/0028.mp4,77,2129 246 3757 223
icslr,icslr_video_seg24s/main/PID0001/0029.mp4,77,2392 117 40003
icslr,icslr_video_seg24s/main/PID0001/0030.mp4,77,8083 227 11518 119
icslr,icslr_video_seg24s/main/PID0001/0031.mp4,77,7437 237 7945
icslr,icslr_video_seg24s/main/PID0001/0032.mp4,77,31364 4450 119
icslr,icslr_video_seg24s/main/PID0001/0033.mp4,77,2166 40205
icslr,icslr_video_seg24s/main/PID0001/0034.mp4,77,5266 252 11336
icslr,icslr_video_seg24s/main/PID0001/0035.mp4,77,2131 41520 109
icslr,icslr_video_seg24s/main/PID0001/0036.mp4,77,39437 7093
icslr,icslr_video_seg24s/main/PID0001/0037.mp4,77,11336 28455
icslr,icslr_video_seg24s/main/PID0001/0038.mp4,77,26111 20722
icslr,icslr_video_seg24s/main/PID0001/0039.mp4,77,28926 34961 37960
icslr,icslr_video_seg24s/main/PID0001/0040.mp4,77,2412 12579 18140 120
icslr,icslr_video_seg24s/main/PID0001/0041.mp4,77,15590 9455 6336 231
icslr,icslr_video_seg24s/main/PID0001/0042.mp4,77,32141 5419 240 7626
icslr,icslr_video_seg24s/main/PID0001/0043.mp4,77,4287 229 12949 6062
icslr,icslr_video_seg24s/main/PID0001/0044.mp4,77,10115 243 2523 230 7626
icslr,icslr_video_seg24s/main/PID0001/0045.mp4,77,20145 5419 236 32981
icslr,icslr_video_seg24s/main/PID0001/0046.mp4,77,34961 3606 246 12949
